InvoiceNo,InvoiceDate,StockCode,Description,Quantity,UnitPrice,Revenue,CustomerID,Country
554129,2011-05-23 09:39:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14189,United Kingdom
554131,2011-05-23 09:43:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13988,United Kingdom
554156,2011-05-23 11:28:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,64,2.55,163.2,13798,United Kingdom
554278,2011-05-23 13:25:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13831,United Kingdom
554280,2011-05-23 13:35:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,14817,United Kingdom
554348,2011-05-24 08:49:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,18,2.95,53.1,13523,United Kingdom
554353,2011-05-24 09:10:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,14258,United Kingdom
554371,2011-05-24 10:42:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17659,United Kingdom
554376,2011-05-24 11:31:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,15719,United Kingdom
554379,2011-05-24 11:35:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,14047,United Kingdom
554483,2011-05-24 12:57:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,18,2.95,53.1,13771,United Kingdom
554492,2011-05-24 13:56:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,20,2.95,59.0,13168,United Kingdom
554598,2011-05-25 11:12:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,13263,United Kingdom
554646,2011-05-25 12:39:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,10,2.95,29.5,17790,United Kingdom
554656,2011-05-25 13:36:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17663,United Kingdom
554667,2011-05-25 15:18:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,24,2.95,70.80000000000001,15727,United Kingdom
554672,2011-05-25 15:54:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,14415,United Kingdom
554684,2011-05-25 16:28:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,16448,United Kingdom
554770,2011-05-26 11:40:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14911,EIRE
554795,2011-05-26 12:46:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14210,United Kingdom
554812,2011-05-26 13:21:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,15005,United Kingdom
554814,2011-05-26 13:34:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,16609,United Kingdom
554823,2011-05-26 14:20:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,10,2.95,29.5,16624,United Kingdom
554837,2011-05-26 16:30:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,14584,United Kingdom
554842,2011-05-26 18:17:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14740,United Kingdom
554845,2011-05-26 19:49:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,608,3.24,1969.92,17450,United Kingdom
554937,2011-05-27 13:32:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,10,2.95,29.5,15402,United Kingdom
554949,2011-05-27 14:44:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,14092,United Kingdom
554979,2011-05-29 11:34:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16931,United Kingdom
554981,2011-05-29 12:06:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,17613,United Kingdom
554986,2011-05-29 12:35:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,14451,United Kingdom
554991,2011-05-29 14:03:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,14823,United Kingdom
554993,2011-05-29 14:13:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,17051,United Kingdom
554995,2011-05-29 14:23:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,18109,United Kingdom
554996,2011-05-29 14:28:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,16407,United Kingdom
554999,2011-05-29 15:44:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,15547,United Kingdom
555002,2011-05-31 08:50:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17682,United Kingdom
555075,2011-05-31 12:05:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,150,2.55,382.5,16013,United Kingdom
555108,2011-05-31 14:18:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,18231,United Kingdom
555110,2011-05-31 14:34:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,17841,United Kingdom
555114,2011-05-31 14:55:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,13571,United Kingdom
555195,2011-06-01 11:27:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,15240,United Kingdom
555199,2011-06-01 12:05:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,14606,United Kingdom
555203,2011-06-01 12:13:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17191,United Kingdom
555243,2011-06-01 13:52:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13475,United Kingdom
555249,2011-06-01 14:57:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,17472,United Kingdom
555260,2011-06-01 15:34:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,13263,United Kingdom
555340,2011-06-02 11:33:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,13334,United Kingdom
555349,2011-06-02 12:08:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,16729,United Kingdom
555350,2011-06-02 12:08:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17652,United Kingdom
555382,2011-06-02 14:46:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,320,2.55,816.0,17133,United Kingdom
555396,2011-06-02 17:23:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,10,2.95,29.5,16529,United Kingdom
555405,2011-06-02 19:17:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,17531,United Kingdom
555414,2011-06-03 10:06:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,16230,United Kingdom
555418,2011-06-03 10:19:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,15498,United Kingdom
555471,2011-06-03 11:42:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,5,2.95,14.75,16117,United Kingdom
555514,2011-06-05 10:41:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17071,United Kingdom
555516,2011-06-05 10:50:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,17706,United Kingdom
555522,2011-06-05 11:29:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,15796,United Kingdom
555524,2011-06-05 11:37:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,16923,United Kingdom
555537,2011-06-05 12:37:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,15453,United Kingdom
555549,2011-06-05 13:24:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,8,2.95,23.6,13637,United Kingdom
555556,2011-06-05 14:04:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,18,2.95,53.1,15704,United Kingdom
555558,2011-06-05 14:06:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,14159,United Kingdom
555573,2011-06-05 15:46:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,15349,United Kingdom
555588,2011-06-06 09:16:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16849,United Kingdom
555604,2011-06-06 11:37:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16612,United Kingdom
555626,2011-06-06 11:55:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,16103,United Kingdom
555628,2011-06-06 11:59:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,15260,United Kingdom
555632,2011-06-06 12:16:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,13798,United Kingdom
555640,2011-06-06 13:06:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14475,United Kingdom
555642,2011-06-06 13:18:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,18248,United Kingdom
555704,2011-06-06 15:06:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,24,2.95,70.80000000000001,14944,United Kingdom
555705,2011-06-06 15:24:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,14713,United Kingdom
555745,2011-06-07 10:46:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14462,United Kingdom
555848,2011-06-07 13:31:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,16081,United Kingdom
555865,2011-06-07 14:30:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,5,2.95,14.75,14530,United Kingdom
555896,2011-06-07 16:04:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,15640,United Kingdom
555929,2011-06-08 08:12:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,16525,United Kingdom
555931,2011-06-08 08:31:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17828,Malta
555947,2011-06-08 10:45:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,14911,EIRE
556042,2011-06-08 12:44:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,14367,United Kingdom
556107,2011-06-08 17:09:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,17360,United Kingdom
556107,2011-06-08 17:09:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,17360,United Kingdom
556204,2011-06-09 13:16:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17169,United Kingdom
556271,2011-06-09 19:40:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17483,United Kingdom
556280,2011-06-09 20:03:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,14584,United Kingdom
556283,2011-06-10 08:50:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,15628,United Kingdom
556284,2011-06-10 08:54:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,17115,United Kingdom
556330,2011-06-10 11:29:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17797,United Kingdom
556365,2011-06-10 11:44:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,16370,United Kingdom
556426,2011-06-10 13:18:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,16729,United Kingdom
556455,2011-06-10 16:46:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,15856,United Kingdom
556471,2011-06-12 11:47:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16466,United Kingdom
556473,2011-06-12 12:00:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,17265,United Kingdom
556473,2011-06-12 12:00:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,17265,United Kingdom
556475,2011-06-12 12:03:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,18109,United Kingdom
556484,2011-06-12 13:17:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,10,2.95,29.5,16938,United Kingdom
556487,2011-06-12 13:51:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,5,2.95,14.75,17289,United Kingdom
556495,2011-06-12 15:14:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,18069,United Kingdom
556503,2011-06-13 08:44:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,13517,United Kingdom
556520,2011-06-13 11:10:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,14177,United Kingdom
556632,2011-06-13 15:09:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,16987,United Kingdom
556727,2011-06-14 11:33:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,17675,United Kingdom
556731,2011-06-14 11:41:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,18283,United Kingdom
556768,2011-06-14 12:21:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,8,2.95,23.6,17243,United Kingdom
556780,2011-06-14 12:46:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,14524,United Kingdom
556815,2011-06-15 08:36:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,14852,United Kingdom
556845,2011-06-15 11:30:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,64,2.55,163.2,17511,United Kingdom
556876,2011-06-15 11:56:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,16241,United Kingdom
556910,2011-06-15 13:25:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,12748,United Kingdom
556916,2011-06-15 13:35:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,16898,United Kingdom
556926,2011-06-15 14:26:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,16324,United Kingdom
556937,2011-06-15 16:05:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,17716,United Kingdom
556964,2011-06-16 09:46:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16145,United Kingdom
557018,2011-06-16 12:36:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,14285,United Kingdom
557064,2011-06-16 15:07:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,13263,United Kingdom
557067,2011-06-16 15:12:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,13098,United Kingdom
557210,2011-06-17 11:49:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,8,2.95,23.6,18118,United Kingdom
557213,2011-06-17 12:16:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,15021,United Kingdom
557221,2011-06-17 13:01:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,5,2.95,14.75,16869,United Kingdom
557255,2011-06-19 10:11:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,64,2.55,163.2,17616,United Kingdom
557271,2011-06-19 11:41:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17769,United Kingdom
557276,2011-06-19 12:05:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16931,United Kingdom
557278,2011-06-19 12:08:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,13089,United Kingdom
557284,2011-06-19 12:29:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,17377,United Kingdom
557285,2011-06-19 12:31:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,15046,United Kingdom
557299,2011-06-19 13:56:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,13047,United Kingdom
557313,2011-06-19 15:56:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,13524,United Kingdom
557349,2011-06-20 10:34:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16717,United Kingdom
557525,2011-06-21 09:26:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,12759,Netherlands
557570,2011-06-21 10:48:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,15998,United Kingdom
557634,2011-06-21 15:24:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,15412,United Kingdom
557763,2011-06-22 14:10:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17669,United Kingdom
557771,2011-06-22 14:43:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,15601,United Kingdom
557776,2011-06-22 15:07:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14422,United Kingdom
557849,2011-06-23 10:52:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,17613,United Kingdom
557858,2011-06-23 11:51:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,14159,United Kingdom
557878,2011-06-23 13:13:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,16940,United Kingdom
557886,2011-06-23 13:39:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17799,United Kingdom
557891,2011-06-23 14:05:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,17652,United Kingdom
557935,2011-06-23 15:26:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13929,United Kingdom
557949,2011-06-23 17:20:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,15530,United Kingdom
557954,2011-06-23 18:44:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,15023,United Kingdom
557955,2011-06-23 18:59:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,16175,United Kingdom
557956,2011-06-23 19:20:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,18283,United Kingdom
558043,2011-06-24 13:28:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,13425,United Kingdom
558056,2011-06-24 14:54:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,15186,United Kingdom
558057,2011-06-24 14:57:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,8,2.95,23.6,15665,United Kingdom
558077,2011-06-26 10:59:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,13408,United Kingdom
558126,2011-06-27 10:29:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,64,2.55,163.2,15482,United Kingdom
558194,2011-06-27 12:28:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,14583,United Kingdom
558247,2011-06-27 16:46:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,14167,United Kingdom
558271,2011-06-28 10:17:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,13895,United Kingdom
558416,2011-06-29 10:50:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,16059,United Kingdom
558455,2011-06-29 13:58:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,24,2.95,70.80000000000001,14327,United Kingdom
558458,2011-06-29 14:17:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,14527,United Kingdom
558461,2011-06-29 15:03:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,13263,United Kingdom
558462,2011-06-29 15:11:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,13982,United Kingdom
558478,2011-06-29 16:07:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,16775,United Kingdom
558479,2011-06-29 16:44:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,17837,United Kingdom
558480,2011-06-30 08:17:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,15271,United Kingdom
558484,2011-06-30 10:09:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14267,United Kingdom
558533,2011-06-30 11:49:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16717,United Kingdom
558534,2011-06-30 11:54:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13988,United Kingdom
558539,2011-06-30 12:14:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16556,United Kingdom
558542,2011-06-30 12:23:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,13593,United Kingdom
558563,2011-06-30 13:43:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14561,United Kingdom
558611,2011-06-30 15:35:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16475,United Kingdom
558671,2011-07-01 10:47:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,18,2.95,53.1,17123,United Kingdom
558707,2011-07-01 12:58:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,12748,United Kingdom
558709,2011-07-01 13:02:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17338,United Kingdom
558718,2011-07-01 13:31:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16589,United Kingdom
558746,2011-07-01 17:23:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,8,2.95,23.6,14415,United Kingdom
558752,2011-07-03 11:40:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,9,2.95,26.55,16931,United Kingdom
558760,2011-07-03 12:38:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16918,United Kingdom
558768,2011-07-03 13:33:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,15952,United Kingdom
558863,2011-07-04 12:28:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,17243,United Kingdom
558863,2011-07-04 12:28:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,17243,United Kingdom
558900,2011-07-04 16:06:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,15349,United Kingdom
558916,2011-07-05 09:33:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,64,2.55,163.2,16985,United Kingdom
558926,2011-07-05 10:21:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17469,United Kingdom
558963,2011-07-05 10:57:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,14235,United Kingdom
559006,2011-07-05 12:41:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,14905,United Kingdom
559109,2011-07-06 11:52:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,15021,United Kingdom
559327,2011-07-07 15:21:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,13681,United Kingdom
559352,2011-07-07 17:47:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,17837,United Kingdom
559356,2011-07-07 18:29:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,15416,United Kingdom
559357,2011-07-07 18:56:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,17107,United Kingdom
559358,2011-07-07 19:14:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,15675,United Kingdom
559366,2011-07-08 09:03:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,18,2.95,53.1,13102,United Kingdom
559457,2011-07-08 12:50:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,14918,United Kingdom
559525,2011-07-10 10:30:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16923,United Kingdom
559528,2011-07-10 11:34:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,9,2.95,26.55,13064,United Kingdom
559542,2011-07-10 13:32:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,17126,United Kingdom
559549,2011-07-10 15:25:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,13230,United Kingdom
559640,2011-07-11 12:30:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,15812,United Kingdom
559653,2011-07-11 12:49:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,14552,United Kingdom
559662,2011-07-11 13:32:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,16572,United Kingdom
559665,2011-07-11 13:35:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,12556,Spain
559691,2011-07-11 15:52:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,13089,United Kingdom
559700,2011-07-12 09:04:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,128,3.24,414.72,17450,United Kingdom
559701,2011-07-12 09:10:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,512,2.55,1305.6,16013,United Kingdom
559706,2011-07-12 10:02:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16609,United Kingdom
559745,2011-07-12 11:15:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,17790,United Kingdom
559774,2011-07-12 11:37:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,18122,United Kingdom
559790,2011-07-12 12:19:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,96,2.55,244.8,14548,United Kingdom
559791,2011-07-12 12:24:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,17675,United Kingdom
559809,2011-07-12 14:57:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,16409,United Kingdom
559824,2011-07-12 17:23:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,17576,United Kingdom
559836,2011-07-13 10:09:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13911,United Kingdom
559887,2011-07-13 11:44:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,13263,United Kingdom
559888,2011-07-13 11:47:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,24,2.95,70.80000000000001,16450,United Kingdom
559894,2011-07-13 12:06:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,7,2.95,20.65,14159,United Kingdom
559906,2011-07-13 13:33:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,18219,United Kingdom
